provincia,periodo,anio,area,sexo,tasa_desempleo,prediccion,residuo,riesgo_real,riesgo_predicho
Chiriquí,2024-10,2024,urbana,hombres,7.728225919194743,7.592372,0.1358539785819497,moderado,moderado
Chiriquí,2011-08,2011,urbana,mujeres,3.837396710071887,4.0997605,-0.2623638223072633,bajo,bajo
Chiriquí,2012-08,2012,urbana,mujeres,6.729411764705882,6.115528,0.6138836580164293,moderado,moderado
Chiriquí,2013-08,2013,urbana,mujeres,5.529006976966453,5.8054037,-0.2763967324451677,bajo,bajo
Chiriquí,2014-03,2014,urbana,mujeres,4.070311768560996,4.224148,-0.15383602806986296,bajo,bajo
Chiriquí,2014-08,2014,urbana,mujeres,4.749333472737728,4.7418184,0.00751504469817732,bajo,bajo
Chiriquí,2015-03,2015,urbana,mujeres,3.9904176740678303,4.0244327,-0.0340149850813396,bajo,bajo
Chiriquí,2015-08,2015,urbana,mujeres,5.071776971266095,5.3016696,-0.22989262635963748,bajo,bajo
Chiriquí,2016-03,2016,urbana,mujeres,3.811256246164636,4.1873055,-0.37604920427481714,bajo,bajo
Chiriquí,2016-08,2016,urbana,mujeres,5.916083271923361,5.766067,0.1500162438777064,bajo,bajo
Chiriquí,2017-08,2017,urbana,mujeres,4.523702031602709,4.9772058,-0.453503721723707,bajo,bajo
Chiriquí,2018-08,2018,urbana,mujeres,4.916414374095038,4.9309874,-0.014572983998223599,bajo,bajo
Chiriquí,2019-08,2019,urbana,mujeres,9.81580650856235,9.870706,-0.05489909599087284,critico,critico
Chiriquí,2021-10,2021,urbana,mujeres,9.93742865598444,9.5360775,0.40135115659479226,critico,critico
Chiriquí,2022-04,2022,urbana,mujeres,7.839274785801714,8.122561,-0.2832866689712352,moderado,critico
Chiriquí,2023-08,2023,urbana,mujeres,5.465316262182304,5.675659,-0.21034291750519607,bajo,bajo
Chiriquí,2024-10,2024,urbana,mujeres,10.515274199484724,10.841747,-0.32647308445082324,critico,critico
Chiriquí,2011-08,2011,urbana,total,4.424050632911392,4.3370957,0.08695489545411661,bajo,bajo
Chiriquí,2012-08,2012,urbana,total,5.503990901151573,4.944565,0.5594260818156354,bajo,bajo
Chiriquí,2013-08,2013,urbana,total,5.3065094367574295,5.029387,0.2771224395345291,bajo,bajo
Chiriquí,2014-03,2014,urbana,total,4.539750569520059,4.710042,-0.17029143029683524,bajo,bajo
Chiriquí,2014-08,2014,urbana,total,4.924840970787246,4.855822,0.06901888445301729,bajo,bajo
Chiriquí,2015-03,2015,urbana,total,3.261078627481151,3.5497959,-0.2887172385314223,bajo,bajo
Chiriquí,2015-08,2015,urbana,total,5.13181294092357,4.739052,0.39276112207591396,bajo,bajo
Chiriquí,2016-03,2016,urbana,total,4.424514200298954,4.3316073,0.09290685853259628,bajo,bajo
Chiriquí,2016-08,2016,urbana,total,5.135916714864083,4.822954,0.3129625370076381,bajo,bajo
Chiriquí,2017-08,2017,urbana,total,3.4041044704619923,3.5182912,-0.1141867645081005,bajo,bajo
Chiriquí,2018-08,2018,urbana,total,4.029555567763556,4.0472307,-0.01767515275646314,bajo,bajo
Chiriquí,2019-08,2019,urbana,total,7.574285099978499,6.867485,0.7068000535917802,moderado,moderado
Chiriquí,2021-10,2021,urbana,total,7.855832823875952,7.962462,-0.10662912451882356,moderado,moderado
Chiriquí,2022-04,2022,urbana,total,7.666675210827161,7.9046464,-0.23797118580980214,moderado,moderado
Chiriquí,2023-08,2023,urbana,total,7.052152246756595,7.1548424,-0.10269012995238924,moderado,moderado
Chiriquí,2024-10,2024,urbana,total,8.931437197108128,8.91781,0.013626757044651328,critico,critico
Coclé,2011-08,2011,rural,hombres,1.7842575355073524,1.7745665,0.009691004326016994,bajo,bajo
Coclé,2012-08,2012,rural,hombres,0.8592709720372836,0.8721093,-0.012838321900399463,bajo,bajo
Coclé,2013-08,2013,rural,hombres,1.6499328515699945,1.2718307,0.37810217358384945,bajo,bajo
Coclé,2014-03,2014,rural,hombres,0.9057173407132524,1.4475529,-0.541835578674565,bajo,bajo
Coclé,2014-08,2014,rural,hombres,2.4046646237657474,2.1116023,0.2930623173997806,bajo,bajo
Coclé,2015-03,2015,rural,hombres,2.232621197874527,2.4463844,-0.21376323205711367,bajo,bajo
Coclé,2015-08,2015,rural,hombres,2.065329161835168,2.1490033,-0.08367410545303988,bajo,bajo
Coclé,2016-03,2016,rural,hombres,1.924111658739212,1.852737,0.07137470881855768,bajo,bajo
Coclé,2016-08,2016,rural,hombres,1.9613960647281503,1.8488119,0.11258419987524504,bajo,bajo
Coclé,2017-08,2017,rural,hombres,2.842006731592679,3.0597873,-0.2177805418143035,bajo,bajo
Coclé,2018-08,2018,rural,hombres,2.7151851545025267,2.572709,0.14247607094539783,bajo,bajo
Coclé,2019-08,2019,rural,hombres,1.486152672062338,1.6429214,-0.15676877569156833,bajo,bajo
Coclé,2021-10,2021,rural,hombres,2.5751920532417008,2.2214837,0.35370834581372224,bajo,bajo
Coclé,2022-04,2022,rural,hombres,3.030128904978069,2.7917671,0.23836178461674074,bajo,bajo
Coclé,2023-08,2023,rural,hombres,2.3435143288084466,2.2974865,0.04602778515305106,bajo,bajo
Coclé,2024-10,2024,rural,hombres,2.169261177085545,2.284173,-0.11491183469424016,bajo,bajo
Coclé,2011-08,2011,rural,mujeres,5.451792024230187,5.3034143,0.14837767944258928,bajo,bajo
Coclé,2012-08,2012,rural,mujeres,1.7642175176421753,2.4769368,-0.7127192995270142,bajo,bajo
Coclé,2013-08,2013,rural,mujeres,3.7643837960388415,4.230059,-0.46567535084226197,bajo,bajo
Coclé,2014-03,2014,rural,mujeres,7.471000951944434,7.2010593,0.2699416105137695,moderado,moderado
Coclé,2014-08,2014,rural,mujeres,7.333076032419915,6.4563937,0.8766823137004325,moderado,moderado
Coclé,2015-03,2015,rural,mujeres,6.906427723906552,6.287903,0.6185248918753024,moderado,moderado
Coclé,2015-08,2015,rural,mujeres,6.584456993584572,6.135745,0.44871194506162304,moderado,moderado
Coclé,2016-03,2016,rural,mujeres,7.708606598728686,7.2905464,0.4180601814923577,moderado,moderado
Coclé,2016-08,2016,rural,mujeres,4.322341687942752,5.3991385,-1.0767967626798063,bajo,bajo
Coclé,2017-08,2017,rural,mujeres,6.630986580614695,5.319953,1.3110336158319802,moderado,bajo
Coclé,2018-08,2018,rural,mujeres,4.428401775110944,4.460496,-0.03209417368055956,bajo,bajo
Coclé,2019-08,2019,rural,mujeres,6.483525936971296,7.1432567,-0.6597307273048267,moderado,moderado
Coclé,2021-10,2021,rural,mujeres,8.477078998590509,8.825268,-0.34818879315753826,critico,critico
Coclé,2022-04,2022,rural,mujeres,5.836352136162383,6.4294257,-0.5930735802377631,bajo,moderado
Coclé,2023-08,2023,rural,mujeres,3.69919182315189,3.8731103,-0.17391847119015091,bajo,bajo
Coclé,2024-10,2024,rural,mujeres,9.578237235488254,9.144753,0.4334837793725317,critico,critico
Coclé,2011-08,2011,rural,total,2.9325555332049773,3.3555658,-0.42301025315671703,bajo,bajo
Coclé,2012-08,2012,rural,total,1.161404773124151,1.9046869,-0.7432821546712591,bajo,bajo
Coclé,2013-08,2013,rural,total,2.353175506487594,2.455394,-0.10221852312971569,bajo,bajo
Coclé,2014-03,2014,rural,total,3.353931107020773,3.0934603,0.2604707855943813,bajo,bajo
Coclé,2014-08,2014,rural,total,4.156264574360099,3.7051558,0.4511087249033121,bajo,bajo
Coclé,2015-03,2015,rural,total,3.860514165194095,3.491912,0.3686022770715365,bajo,bajo
Coclé,2015-08,2015,rural,total,3.705149293261591,3.4925864,0.21256291897875412,bajo,bajo
Coclé,2016-03,2016,rural,total,4.181321854165573,4.248056,-0.0667340807404333,bajo,bajo
Coclé,2016-08,2016,rural,total,2.8265710859567514,3.107652,-0.28108086297208157,bajo,bajo
Coclé,2017-08,2017,rural,total,4.115204570098649,4.2040424,-0.08883786459373422,bajo,bajo
Coclé,2018-08,2018,rural,total,3.398021972546773,3.4128654,-0.014843427767558204,bajo,bajo
Coclé,2019-08,2019,rural,total,3.544516098551957,3.2540073,0.290508759074418,bajo,bajo
Coclé,2021-10,2021,rural,total,4.761608752408778,4.5409646,0.22064414898470552,bajo,bajo
Coclé,2022-04,2022,rural,total,4.152153671069421,3.6351094,0.5170442464783562,bajo,bajo
Coclé,2023-08,2023,rural,total,2.869797914551998,2.7513812,0.11841675572326249,bajo,bajo
Coclé,2024-10,2024,rural,total,5.15000927489822,4.264638,0.8853713278157,bajo,bajo
Coclé,2011-08,2011,total,hombres,3.119870960439187,2.6568205,0.46305042477939695,bajo,bajo
Coclé,2012-08,2012,total,hombres,1.3445664198791591,1.924732,-0.5801655499542149,bajo,bajo
Coclé,2013-08,2013,total,hombres,1.8098063264782225,2.0386744,-0.22886802807500017,bajo,bajo
Coclé,2014-03,2014,total,hombres,1.4303570921280646,1.5207119,-0.09035480667564633,bajo,bajo
Coclé,2014-08,2014,total,hombres,3.027872750552249,2.437437,0.590435693057132,bajo,bajo
Coclé,2015-03,2015,total,hombres,2.070442981776156,2.4053962,-0.3349532412920815,bajo,bajo
Coclé,2015-08,2015,total,hombres,2.126575830892653,2.0593219,0.06725395055207661,bajo,bajo
Coclé,2016-03,2016,total,hombres,2.8000000000000003,2.4290836,0.3709164142608645,bajo,bajo
Coclé,2016-08,2016,total,hombres,1.8324642784587253,2.4015532,-0.5690888755329739,bajo,bajo
Coclé,2017-03,2017,total,hombres,3.1,2.7461874,0.3538125514984132,bajo,bajo
Coclé,2017-08,2017,total,hombres,4.363580095678973,4.230247,0.13333307495753743,bajo,bajo
Coclé,2018-08,2018,total,hombres,2.9159722313355467,2.671399,0.24457311481943345,bajo,bajo
Coclé,2019-08,2019,total,hombres,1.9241551557163967,2.3161788,-0.3920236429591404,bajo,bajo
Coclé,2021-10,2021,total,hombres,2.776643022492913,2.945163,-0.16851998905799048,bajo,bajo
Coclé,2022-04,2022,total,hombres,3.771793543932332,3.5708823,0.20091122352827906,bajo,bajo
Coclé,2023-08,2023,total,hombres,3.3562576115767606,2.9959655,0.36029213077231725,bajo,bajo
Coclé,2024-10,2024,total,hombres,2.5652030373060417,3.1064415,-0.5412384604966927,bajo,bajo
Coclé,2011-08,2011,total,mujeres,7.013812229072992,6.6034255,0.4103867262958927,moderado,moderado
Coclé,2012-08,2012,total,mujeres,3.0818712046660104,3.48777,-0.40589887590039586,bajo,bajo
Coclé,2013-08,2013,total,mujeres,7.200816407805655,7.11766,0.08315636218187539,moderado,moderado
Coclé,2014-03,2014,total,mujeres,5.913791906712015,5.8940315,0.019760382053811476,bajo,bajo
Coclé,2014-08,2014,total,mujeres,6.291300581611186,6.026029,0.26527147165635245,moderado,moderado
Coclé,2015-03,2015,total,mujeres,5.389250656040431,5.7214637,-0.3322130242269026,bajo,bajo
Coclé,2015-08,2015,total,mujeres,5.615389825916141,5.369427,0.24596262178406114,bajo,bajo
Coclé,2016-03,2016,total,mujeres,8.1,7.9475403,0.15245971679687464,critico,moderado
Coclé,2016-08,2016,total,mujeres,5.383149872988993,5.704659,-0.32150911214894684,bajo,bajo
Coclé,2017-03,2017,total,mujeres,7.9,8.277663,-0.37766323089599574,moderado,critico
Coclé,2017-08,2017,total,mujeres,5.261021158714238,5.1840534,0.07696773769372989,bajo,bajo
Coclé,2018-08,2018,total,mujeres,5.03031791306976,4.8801374,0.15018046952727993,bajo,bajo
Coclé,2019-08,2019,total,mujeres,8.641890262804395,8.692905,-0.05101516322099542,critico,critico
Coclé,2021-10,2021,total,mujeres,10.537989185225918,10.577598,-0.03960843287710958,critico,critico
Coclé,2022-04,2022,total,mujeres,7.78889869602145,7.955297,-0.16639829723416533,moderado,moderado
Coclé,2023-08,2023,total,mujeres,4.8790528413114,4.856961,0.022092067843382246,bajo,bajo
Coclé,2024-10,2024,total,mujeres,10.20953132349148,10.239168,-0.029636843622776965,critico,critico
Coclé,2011-08,2011,total,total,4.461263066121298,4.2594957,0.20176733095284138,bajo,bajo
Coclé,2012-08,2012,total,total,1.9898545944066544,2.5864289,-0.596574286284874,bajo,bajo
Coclé,2013-08,2013,total,total,3.773550691787405,3.3621514,0.4113993074337672,bajo,bajo
Coclé,2014-03,2014,total,total,3.1358087711114826,4.3877625,-1.251953775427824,bajo,bajo
Coclé,2014-08,2014,total,total,4.210696280880533,3.723551,0.48714524595316444,bajo,bajo
Coclé,2015-03,2015,total,total,3.288822285851909,3.350728,-0.06190574912123559,bajo,bajo
Coclé,2015-08,2015,total,total,3.470591305255467,3.3582466,0.11234474039035458,bajo,bajo
Coclé,2016-03,2016,total,total,4.9,4.7343936,0.16560640335083043,bajo,bajo
Coclé,2016-08,2016,total,total,3.2178401817055544,3.5147324,-0.29689217913428934,bajo,bajo
Coclé,2017-03,2017,total,total,4.9,4.9921803,-0.0921803474426266,bajo,bajo
Coclé,2017-08,2017,total,total,4.678249947665899,4.65689,0.02136003219959015,bajo,bajo
Coclé,2018-08,2018,total,total,3.782716431779464,3.6398413,0.14287511364897076,bajo,bajo
Coclé,2019-08,2019,total,total,4.78094652194929,4.35003,0.430916576575755,bajo,bajo
Coclé,2021-10,2021,total,total,5.905302358574216,5.7633386,0.14196379274780035,bajo,bajo
Coclé,2022-04,2022,total,total,5.480733125987432,5.1893644,0.2913686926988577,bajo,bajo
Coclé,2023-08,2023,total,total,3.9963179059128064,3.9019856,0.09433226061861699,bajo,bajo
Coclé,2024-10,2024,total,total,5.778835175629389,5.3851433,0.3936918956000923,bajo,bajo
Coclé,2011-08,2011,urbana,hombres,5.911933184660458,5.5181637,0.3937695036301845,bajo,bajo
Coclé,2012-08,2012,urbana,hombres,2.3839230015150163,2.990087,-0.6061640308030989,bajo,bajo
Coclé,2013-08,2013,urbana,hombres,2.132977118972724,3.6332488,-1.5002716870270318,bajo,bajo
Coclé,2014-03,2014,urbana,hombres,2.532481832195552,2.1739333,0.358548564602168,bajo,bajo
Coclé,2014-08,2014,urbana,hombres,4.244009800257464,3.3102875,0.9337223246715265,bajo,bajo
Coclé,2015-03,2015,urbana,hombres,1.7763679619349722,2.1336615,-0.3572935466252085,bajo,bajo
Coclé,2015-08,2015,urbana,hombres,2.23868642370845,2.0993764,0.13930998366023228,bajo,bajo
Coclé,2016-03,2016,urbana,hombres,4.283002451949695,3.8692784,0.4137240210109745,bajo,bajo
Coclé,2016-08,2016,urbana,hombres,1.5918002873005397,2.7109742,-1.119173929160642,bajo,bajo
Coclé,2017-08,2017,urbana,hombres,7.158010241404536,5.656177,1.5018331974897414,moderado,bajo
Coclé,2018-08,2018,urbana,hombres,3.2632446179747108,3.4272635,-0.16401888033156364,bajo,bajo
Coclé,2019-08,2019,urbana,hombres,2.684516961266255,3.249028,-0.564511006186748,bajo,bajo
Coclé,2021-10,2021,urbana,hombres,3.1150477707006368,3.46359,-0.3485421359918681,bajo,bajo
Coclé,2022-04,2022,urbana,hombres,5.111964835773371,4.9092584,0.2027064701422674,bajo,bajo
Coclé,2023-08,2023,urbana,hombres,5.1051637689652924,4.9031234,0.20204039021163034,bajo,bajo
Coclé,2024-10,2024,urbana,hombres,3.3826852382718964,4.159843,-0.7771577297151642,bajo,bajo
Coclé,2011-08,2011,urbana,mujeres,9.231270358306189,9.767512,-0.5362419631659794,critico,critico
Coclé,2012-08,2012,urbana,mujeres,4.888180731804473,4.5781717,0.3100090017629693,bajo,bajo
Coclé,2013-08,2013,urbana,mujeres,11.982856122388236,10.97762,1.0052359975713419,critico,critico
Coclé,2014-03,2014,urbana,mujeres,2.941176470588235,2.986052,-0.04487556569716533,bajo,bajo
Coclé,2014-08,2014,urbana,mujeres,4.429113487409452,4.8088746,-0.3797611196767292,bajo,bajo
Coclé,2015-03,2015,urbana,mujeres,3.1708046664672453,3.6887865,-0.5179818401855867,bajo,bajo
Coclé,2015-08,2015,urbana,mujeres,4.233760543323474,4.6866803,-0.4529197736015744,bajo,bajo
Coclé,2016-03,2016,urbana,mujeres,8.652034142556257,8.790552,-0.13851799672596954,critico,critico
Coclé,2016-08,2016,urbana,mujeres,6.901343214451135,6.502861,0.3984821915019161,moderado,moderado
Coclé,2017-08,2017,urbana,mujeres,3.1464496142865817,3.6043158,-0.4578661434648832,bajo,bajo
Coclé,2018-08,2018,urbana,mujeres,5.950050140871974,5.5086203,0.4414298787259776,bajo,bajo
Coclé,2019-08,2019,urbana,mujeres,11.887207347044368,11.309412,0.5777953444808919,critico,critico
Coclé,2021-10,2021,urbana,mujeres,13.01854021084946,13.063554,-0.04501359927016857,critico,critico
Coclé,2022-04,2022,urbana,mujeres,10.4769443894716,10.391985,0.08495944989640414,critico,critico
Coclé,2023-08,2023,urbana,mujeres,6.345805784360802,6.383508,-0.0377024210530168,moderado,moderado
Coclé,2024-10,2024,urbana,mujeres,11.26270191490223,11.131058,0.13164417564441777,critico,critico
Coclé,2011-08,2011,urbana,total,7.245087521913184,7.688002,-0.4429145876144043,moderado,moderado
Coclé,2012-08,2012,urbana,total,3.483693614894414,3.5513005,-0.067606910770869,bajo,bajo
Coclé,2013-08,2013,urbana,total,6.269059641053842,6.697482,-0.4284224680159818,moderado,moderado
Coclé,2014-03,2014,urbana,total,2.694140510608844,2.927566,-0.23342554087431022,bajo,bajo
Coclé,2014-08,2014,urbana,total,4.313562836997097,4.4002914,-0.08672860587399711,bajo,bajo
Coclé,2015-03,2015,urbana,total,2.332180755931799,2.5782228,-0.24604199568563256,bajo,bajo
Coclé,2015-08,2015,urbana,total,3.081336171000278,2.7796645,0.3016716545513032,bajo,bajo
Coclé,2016-03,2016,urbana,total,6.102289512555392,5.439437,0.6628526000187707,moderado,bajo
Coclé,2016-08,2016,urbana,total,3.874922545808622,4.1868615,-0.31193896923654396,bajo,bajo
Coclé,2017-08,2017,urbana,total,5.650297924799672,5.2804203,0.36987762145494507,bajo,bajo
Coclé,2018-08,2018,urbana,total,4.414834827459167,4.136177,0.27865776447088564,bajo,bajo
Coclé,2019-08,2019,urbana,total,6.798905081347829,6.1083136,0.6905915208619895,moderado,moderado
Coclé,2021-10,2021,urbana,total,7.580918380357371,7.965682,-0.3847636493667501,moderado,moderado
Coclé,2022-04,2022,urbana,total,7.614756822630082,7.191886,0.4228708744489298,moderado,moderado
Coclé,2023-08,2023,urbana,total,5.686400055375777,5.9025197,-0.2161196475356002,bajo,bajo
Coclé,2024-10,2024,urbana,total,6.963865175154547,7.2138753,-0.2500101185771424,moderado,moderado
Colón,2011-08,2011,rural,hombres,2.422048997772829,1.9117247,0.5103243111502094,bajo,bajo
Colón,2012-08,2012,rural,hombres,2.209276271566212,2.344713,-0.135436701074779,bajo,bajo
Colón,2013-08,2013,rural,hombres,1.6446627314919118,2.3089826,-0.6643198792106029,bajo,bajo
Colón,2014-03,2014,rural,hombres,2.394959929587252,2.6686792,-0.27371930777847053,bajo,bajo
Colón,2014-08,2014,rural,hombres,6.696590496916939,5.6721196,1.024470879454781,moderado,bajo
Colón,2015-03,2015,rural,hombres,3.0515463917525776,3.6003387,-0.5487923056808941,bajo,bajo
Colón,2015-08,2015,rural,hombres,4.753028890959925,5.2799463,-0.5269174362495477,bajo,bajo
Colón,2016-03,2016,rural,hombres,5.170234099132482,4.181835,0.9883989245719356,bajo,bajo
Colón,2016-08,2016,rural,hombres,5.20856034520333,5.1688037,0.03975665333931655,bajo,bajo
Colón,2017-08,2017,rural,hombres,7.133992185704435,6.966734,0.16725825320931786,moderado,moderado
Colón,2018-08,2018,rural,hombres,4.150959936880862,3.697656,0.4533040206668728,bajo,bajo
Colón,2019-08,2019,rural,hombres,4.825693996126533,4.9441094,-0.11841544372332091,bajo,bajo
Colón,2021-10,2021,rural,hombres,6.926619863166838,6.4600935,0.4665263649368576,moderado,moderado
Colón,2022-04,2022,rural,hombres,7.473987159619217,7.868981,-0.3949937249327853,moderado,moderado
Colón,2023-08,2023,rural,hombres,5.290671473636773,5.190146,0.1005255042459039,bajo,bajo
Colón,2024-10,2024,rural,hombres,4.9819989713697925,4.912606,0.06939320888810308,bajo,bajo
Colón,2011-08,2011,rural,mujeres,3.611646545602112,3.9879715,-0.3763249986636352,bajo,bajo
Colón,2012-08,2012,rural,mujeres,4.652228715480692,4.673291,-0.02106249087917167,bajo,bajo
Colón,2013-08,2013,rural,mujeres,7.460106382978723,6.2144504,1.2456560236342407,moderado,moderado
Colón,2014-03,2014,rural,mujeres,9.031824294038548,9.262122,-0.23029786019729137,critico,critico
Colón,2014-08,2014,rural,mujeres,7.361817966623269,7.8399663,-0.4781483305263894,moderado,moderado
Colón,2015-03,2015,rural,mujeres,7.723242848002925,7.3782506,0.344992249095454,moderado,moderado
Colón,2015-08,2015,rural,mujeres,11.665090690277658,10.084826,1.5802642208562716,critico,critico
Colón,2016-03,2016,rural,mujeres,7.5840768702814,9.067318,-1.483241092365084,moderado,critico
Colón,2016-08,2016,rural,mujeres,8.271421495789994,8.327516,-0.056094106321822323,critico,critico
Colón,2017-08,2017,rural,mujeres,12.463154016212233,12.462034,0.0011197907483655456,critico,critico
Colón,2018-08,2018,rural,mujeres,9.334396173774412,9.885376,-0.5509798027880883,critico,critico
Colón,2019-08,2019,rural,mujeres,16.548876359882474,16.170076,0.37879998964321615,critico,critico
Colón,2021-10,2021,rural,mujeres,13.588453138353431,13.327323,0.2611301784535289,critico,critico
Colón,2022-04,2022,rural,mujeres,18.07426597582038,17.388287,0.6859793852442095,critico,critico
Colón,2023-08,2023,rural,mujeres,11.281471917366042,11.543764,-0.2622921970138403,critico,critico
Colón,2024-10,2024,rural,mujeres,14.967849487973329,14.196837,0.771012062741395,critico,critico
Colón,2011-08,2011,rural,total,2.7953771212072973,3.402176,-0.6067987821130152,bajo,bajo
Colón,2012-08,2012,rural,total,2.896076283744604,3.204339,-0.308262743660181,bajo,bajo
Colón,2013-08,2013,rural,total,3.116481001581799,3.5407376,-0.4242566273549686,bajo,bajo
Colón,2014-03,2014,rural,total,4.3361410638786015,4.8300657,-0.4939246633552852,bajo,bajo
Colón,2014-08,2014,rural,total,6.880839206687428,6.0404983,0.8403409500040784,moderado,moderado
Colón,2015-03,2015,rural,total,4.611487517548678,5.3859973,-0.7745097778309606,bajo,bajo
Colón,2015-08,2015,rural,total,7.106480126441491,6.3966336,0.7098465014109738,moderado,moderado
Colón,2016-03,2016,rural,total,5.983523630582454,6.236546,-0.2530224089988451,bajo,moderado
Colón,2016-08,2016,rural,total,6.144439736061505,6.0571194,0.08732036655466935,moderado,moderado
Colón,2017-08,2017,rural,total,8.908037165373647,8.203448,0.7045888697803857,critico,critico
Colón,2018-08,2018,rural,total,5.989988404649453,6.512178,-0.5221895395338967,bajo,moderado
Colón,2019-08,2019,rural,total,8.775450143136153,8.885923,-0.11047324248396428,critico,critico
Colón,2021-10,2021,rural,total,9.059402930625646,9.97264,-0.9132371069109748,critico,critico
Colón,2022-04,2022,rural,total,11.066881311283478,10.432448,0.6344329241374815,critico,critico
Colón,2023-08,2023,rural,total,7.437395176681511,7.7152486,-0.2778534080658037,moderado,moderado
Colón,2024-10,2024,rural,total,8.631230826135202,8.688938,-0.057707314733939086,critico,critico
Colón,2011-08,2011,total,hombres,3.845552358313524,3.540748,0.3048044773778549,bajo,bajo
Colón,2012-08,2012,total,hombres,3.508383516353761,3.5488086,-0.04042505832275278,bajo,bajo
Colón,2013-08,2013,total,hombres,3.926397937996706,4.2611685,-0.3347705419227278,bajo,bajo
Colón,2014-03,2014,total,hombres,6.665803406998158,6.535075,0.13072821931505274,moderado,moderado
Colón,2014-08,2014,total,hombres,9.439625046252518,9.027019,0.4126064991944123,critico,critico
Colón,2015-03,2015,total,hombres,7.867671050204991,7.4118824,0.4557886496922956,moderado,moderado
Colón,2015-08,2015,total,hombres,10.015981444552873,9.944745,0.07123638077113448,critico,critico
Colón,2016-03,2016,total,hombres,7.000000000000001,7.496083,-0.49608278274536044,moderado,moderado
Colón,2016-08,2016,total,hombres,8.87002217858707,8.511049,0.3589729079571864,critico,critico
Colón,2017-03,2017,total,hombres,6.7,7.3959727,-0.6959727287292479,moderado,moderado
Colón,2017-08,2017,total,hombres,7.768695726084061,7.9333816,-0.16468583138053905,moderado,moderado
Colón,2018-08,2018,total,hombres,5.5009257354453815,6.0845118,-0.5835860214515911,bajo,moderado
Colón,2019-08,2019,total,hombres,8.922588371435875,8.53165,0.3909387818973009,critico,critico
Colón,2021-10,2021,total,hombres,10.445325250641176,10.375424,0.069900865570375,critico,critico
Colón,2022-04,2022,total,hombres,10.100484626126002,9.848177,0.2523076699492446,critico,critico
Colón,2023-08,2023,total,hombres,6.852320203445722,7.139216,-0.28689574275178753,moderado,moderado
Colón,2024-10,2024,total,hombres,8.130898963329724,8.19434,-0.0634407888675419,critico,critico
Colón,2011-08,2011,total,mujeres,5.86544384367942,5.5557637,0.30968012221335517,bajo,bajo
Colón,2012-08,2012,total,mujeres,6.298023840104554,6.64966,-0.3516362703690792,moderado,moderado
Colón,2013-08,2013,total,mujeres,7.093662135321279,7.239438,-0.14577592162452202,moderado,moderado
Colón,2014-03,2014,total,mujeres,10.951833569995715,10.708511,0.24332221745665272,critico,critico
Colón,2014-08,2014,total,mujeres,9.748771799110571,9.759709,-0.010937559104760908,critico,critico
Colón,2015-03,2015,total,mujeres,9.635834976921982,10.092573,-0.45673818897157226,critico,critico
Colón,2015-08,2015,total,mujeres,10.953213367609257,10.880665,0.07254854216980355,critico,critico
Colón,2016-03,2016,total,mujeres,11.5,11.073297,0.42670345306396484,critico,critico
Colón,2016-08,2016,total,mujeres,10.086411751998272,10.164198,-0.07778616975465802,critico,critico
Colón,2017-03,2017,total,mujeres,9.6,10.096551,-0.4965509414672855,critico,critico
Colón,2017-08,2017,total,mujeres,12.203582368095422,12.03385,0.1697326519088982,critico,critico
Colón,2018-08,2018,total,mujeres,12.75232416015408,12.237416,0.5149078927590605,critico,critico
Colón,2019-08,2019,total,mujeres,16.19718309859155,16.230032,-0.03284886857153424,critico,critico
Colón,2021-10,2021,total,mujeres,15.678711999841768,15.652913,0.0257989062748738,critico,critico
Colón,2022-04,2022,total,mujeres,14.699245194926464,15.085363,-0.3861181931350597,critico,critico
Colón,2023-08,2023,total,mujeres,15.257440675053932,14.9031515,0.35428916290793566,critico,critico
Colón,2024-10,2024,total,mujeres,13.28731964483907,13.669094,-0.38177444085429,critico,critico
Colón,2011-08,2011,total,total,4.66704398897724,4.413019,0.2540248086793886,bajo,bajo
Colón,2012-08,2012,total,total,4.6124622093801,4.830608,-0.2181456817026639,bajo,bajo
Colón,2013-08,2013,total,total,5.056997108708863,5.054542,0.002455044042115162,bajo,bajo
Colón,2014-03,2014,total,total,8.3357483468135,8.063008,0.2727400384028549,critico,critico
Colón,2014-08,2014,total,total,9.554167601235356,9.435615,0.1185530153588914,critico,critico
Colón,2015-03,2015,total,total,8.594324486930944,8.5160675,0.07825698204813136,critico,critico
Colón,2015-08,2015,total,total,10.397881540575872,10.192466,0.20541575841034465,critico,critico
Colón,2016-03,2016,total,total,8.799999999999999,8.497755,0.30224494934081925,critico,critico
Colón,2016-08,2016,total,total,9.350951067228111,9.152549,0.19840227725008397,critico,critico
Colón,2017-03,2017,total,total,7.9,8.365623,-0.4656234741210934,moderado,critico
Colón,2017-08,2017,total,total,9.59228613372481,9.242944,0.34934236999190027,critico,critico
Colón,2018-08,2018,total,total,8.58619684350697,8.269948,0.3162488378307007,critico,critico
Colón,2019-08,2019,total,total,12.122491125196904,12.105123,0.017368558973759107,critico,critico
Colón,2021-10,2021,total,total,12.588279124011924,12.468356,0.11992299150460006,critico,critico
Colón,2022-04,2022,total,total,12.0,11.8958845,0.10411548614501953,critico,critico
Colón,2023-08,2023,total,total,10.404363120018072,10.256373,0.14798971456152898,critico,critico
Colón,2024-10,2024,total,total,10.329832864960805,10.204085,0.1257475149241838,critico,critico
